epoch,train_loss,train_top1,test_top1,best_top1,learning_rate,epoch_seconds
284,2.32097207,44.853940,36.140835,36.399724,0.0007902196,7.450410
285,2.31220055,45.346467,35.657577,36.399724,0.0007001981,5.988976
286,2.31331897,45.108696,35.916465,36.399724,0.0006155830,6.688427
287,2.27360947,46.603261,35.795651,36.399724,0.0005363834,6.059351
288,2.30080526,45.754076,36.054539,36.399724,0.0004626080,6.056037
289,2.29702915,46.365489,35.950984,36.399724,0.0003942649,7.843928
290,2.27216814,45.618207,36.020021,36.399724,0.0003313617,7.632855
291,2.29950187,46.110734,36.037280,36.399724,0.0002739052,7.424068
292,2.26690543,46.824049,36.175354,36.399724,0.0002219018,6.409645
293,2.34153793,44.989810,36.296168,36.399724,0.0001753570,6.045295
294,2.29444452,45.754076,36.106317,36.399724,0.0001342761,6.127702
295,2.30504986,45.125679,36.123576,36.399724,0.0000986636,6.749005
296,2.27833745,46.824049,35.657577,36.399724,0.0000685233,6.306994
297,2.31932002,45.125679,36.244391,36.399724,0.0000438585,6.099557
298,2.33834774,45.108696,36.071798,36.399724,0.0000246720,7.470782
299,2.27698795,46.603261,36.123576,36.399724,0.0000109658,7.191697
300,2.32651834,45.940897,36.123576,36.399724,0.0000027415,7.634628
