epoch,train_loss,train_top1,test_top1,best_top1,learning_rate,epoch_seconds
82,0.21010465,95.110887,81.636175,82.033138,0.0064702016,11.771250
83,0.21977970,95.060484,81.221954,82.033138,0.0063949555,13.372838
84,0.21066770,95.110887,81.826027,82.033138,0.0063193652,13.190687
85,0.19876607,95.346102,82.274767,82.274767,0.0062434494,13.508331
86,0.19849583,95.329301,81.774249,82.274767,0.0061672268,12.746798
87,0.20082579,95.245296,81.342768,82.274767,0.0060907162,12.195160
88,0.18630681,95.581317,81.532620,82.274767,0.0060139365,12.299444
89,0.18741398,95.732527,81.360028,82.274767,0.0059369066,13.983951
90,0.16849242,96.186156,81.239213,82.274767,0.0058596455,14.120355
91,0.17080895,96.001344,81.705212,82.274767,0.0057821723,13.412783
92,0.20739577,95.262097,81.567138,82.274767,0.0057045062,13.493711
93,0.19742353,95.295699,81.601657,82.274767,0.0056266662,13.755196
94,0.17283492,95.850134,82.395582,82.395582,0.0055486716,13.373373
95,0.17392042,96.034946,81.998619,82.395582,0.0054705416,13.497408
96,0.19173176,95.480511,81.946842,82.395582,0.0053922955,13.437725
97,0.18591293,95.228495,81.774249,82.395582,0.0053139526,12.923862
98,0.17370659,96.085349,81.808768,82.395582,0.0052355323,13.358048
99,0.17658090,95.850134,82.188471,82.395582,0.0051570538,13.501947
100,0.17144891,95.984543,81.756990,82.395582,0.0050785366,13.190104
101,0.17098421,96.169355,81.774249,82.395582,0.0050000000,13.480515
102,0.19100225,95.564516,82.033138,82.395582,0.0049214634,13.376972
103,0.17268224,96.018145,81.584398,82.395582,0.0048429462,13.526199
104,0.16705393,96.118952,82.205730,82.395582,0.0047644677,13.467574
105,0.16385512,96.286962,82.343804,82.395582,0.0046860474,12.519194
106,0.16040800,96.354167,82.033138,82.395582,0.0046077045,12.788206
107,0.16199303,96.438172,81.946842,82.395582,0.0045294584,13.447401
108,0.16532008,96.118952,82.188471,82.395582,0.0044513284,12.307408
109,0.16808625,96.270161,81.843286,82.395582,0.0043733338,13.368684
110,0.14289521,96.740591,81.895064,82.395582,0.0042954938,12.955485
111,0.16058595,96.202957,82.102175,82.395582,0.0042178277,13.281935
112,0.17102063,95.934140,81.964101,82.395582,0.0041403545,13.911674
113,0.15311222,96.471774,82.654470,82.654470,0.0040630934,13.637839
114,0.14904128,96.505376,82.274767,82.654470,0.0039860635,13.348262
115,0.15332389,96.370968,82.361063,82.654470,0.0039092838,13.865199
116,0.14932374,96.639785,82.326545,82.654470,0.0038327732,13.136148
117,0.15335041,96.354167,82.637211,82.654470,0.0037565506,13.567258
118,0.16199808,96.236559,82.809803,82.809803,0.0036806348,13.469592
119,0.11680262,97.395833,82.654470,82.809803,0.0036050445,13.679837
120,0.14436249,96.723790,82.896099,82.896099,0.0035297984,13.404560
121,0.13944039,96.875000,82.550915,82.896099,0.0034549150,13.531111
122,0.15930648,96.270161,82.896099,82.896099,0.0033804129,12.885336
123,0.14741524,96.690188,82.861581,82.896099,0.0033063104,13.497636
124,0.14415516,96.757392,82.775285,82.896099,0.0032326258,12.272607
125,0.14003085,96.790995,82.309285,82.896099,0.0031593772,11.250169
126,0.12324738,97.076613,82.723507,82.896099,0.0030865828,12.947988
127,0.13158013,96.992608,82.688989,82.896099,0.0030142605,12.979278
128,0.15921017,96.219758,82.878840,82.896099,0.0029424282,12.809774
129,0.12873599,97.143817,83.085951,83.085951,0.0028711035,13.844439
130,0.13469913,96.824597,82.947877,83.085951,0.0028003042,13.870874
131,0.14564635,96.622984,82.930618,83.085951,0.0027300475,13.027349
132,0.12971237,97.211022,83.362099,83.362099,0.0026603509,14.010366
133,0.12599041,97.059812,83.362099,83.362099,0.0025912316,13.724602
134,0.13300802,97.059812,82.947877,83.362099,0.0025227067,14.037360
135,0.12385530,97.295027,83.258543,83.362099,0.0024547929,13.139283
136,0.13224487,97.026210,83.016914,83.362099,0.0023875072,11.960523
137,0.11637766,97.261425,83.206766,83.362099,0.0023208660,12.278326
138,0.12547220,97.194220,83.431136,83.431136,0.0022548859,13.966923
139,0.11949222,97.244624,83.448395,83.448395,0.0021895831,13.444589
140,0.11621194,97.513441,83.206766,83.448395,0.0021249737,12.552269
141,0.11666974,97.110215,83.120469,83.448395,0.0020610737,13.210354
142,0.12094486,97.160618,83.413876,83.448395,0.0019978989,11.238122
143,0.13309983,96.975806,83.310321,83.448395,0.0019354647,13.500783
144,0.12286875,97.043011,83.620987,83.620987,0.0018737867,14.067926
145,0.11618415,97.160618,83.690024,83.690024,0.0018128801,13.608363
146,0.11918226,97.479839,83.293062,83.690024,0.0017527598,12.870186
147,0.12157969,97.278226,83.224025,83.690024,0.0016934407,13.550159
148,0.11576477,97.479839,83.327580,83.690024,0.0016349374,13.735948
149,0.11364797,97.395833,83.655506,83.690024,0.0015772645,12.569682
150,0.12222252,97.227823,83.690024,83.690024,0.0015204360,13.235732
151,0.11133155,97.395833,83.707283,83.707283,0.0014644661,13.202624
152,0.10368664,97.681452,83.690024,83.707283,0.0014093685,13.188996
153,0.10722410,97.782258,83.569210,83.707283,0.0013551569,12.956254
154,0.09936410,97.664651,83.569210,83.707283,0.0013018445,12.168594
155,0.11910018,97.345430,83.551950,83.707283,0.0012494447,12.146099
156,0.10718722,97.395833,83.534691,83.707283,0.0011979702,12.123666
157,0.09494626,97.883065,83.759061,83.759061,0.0011474338,12.533801
158,0.10721545,97.463038,83.672765,83.759061,0.0010978480,12.519743
159,0.09487160,97.849462,83.931653,83.931653,0.0010492249,14.012348
160,0.11143468,97.597446,83.862616,83.931653,0.0010015767,13.292983
161,0.11959989,97.211022,84.104246,84.104246,0.0009549150,13.381488
162,0.09798865,97.866263,83.914394,84.104246,0.0009092514,13.404752
163,0.10716063,97.563844,83.707283,84.104246,0.0008645971,13.941628
164,0.09303932,98.017473,83.603728,84.104246,0.0008209632,13.516968
165,0.10855935,97.463038,83.741802,84.104246,0.0007783604,13.538803
166,0.10106056,97.698253,83.862616,84.104246,0.0007367992,12.609933
167,0.09220125,98.000672,83.828098,84.104246,0.0006962899,13.654536
168,0.09813493,98.000672,83.741802,84.104246,0.0006568424,12.907082
169,0.09534046,97.715054,83.672765,84.104246,0.0006184666,13.649679
170,0.09235606,97.698253,83.741802,84.104246,0.0005811718,12.769351
171,0.09778134,97.916667,83.603728,84.104246,0.0005449674,13.160797
172,0.09825450,97.950269,83.862616,84.104246,0.0005098621,12.776262
173,0.11283722,97.563844,83.931653,84.104246,0.0004758647,14.038755
174,0.09822495,98.000672,83.931653,84.104246,0.0004429836,13.435292
175,0.10055559,97.731855,83.690024,84.104246,0.0004112269,13.226124
176,0.10190680,97.866263,83.724543,84.104246,0.0003806023,13.636088
177,0.10839828,97.395833,83.914394,84.104246,0.0003511176,13.560310
178,0.10652596,97.664651,83.897135,84.104246,0.0003227798,13.542812
179,0.09456054,97.983871,83.551950,84.104246,0.0002955962,13.313429
180,0.10897550,97.715054,83.724543,84.104246,0.0002695732,13.126691
181,0.09265005,97.832661,83.690024,84.104246,0.0002447174,12.407777
182,0.10784663,97.647849,83.948913,84.104246,0.0002210349,11.967450
183,0.09233053,97.883065,83.793580,84.104246,0.0001985316,13.329651
184,0.10219323,97.580645,83.776320,84.104246,0.0001772129,10.797422
185,0.09109923,98.000672,83.931653,84.104246,0.0001570842,13.250805
186,0.10580702,97.698253,83.776320,84.104246,0.0001381504,13.390500
187,0.10213810,97.664651,83.966172,84.104246,0.0001204162,13.393496
188,0.11326625,97.530242,83.828098,84.104246,0.0001038859,13.158426
189,0.09896333,97.765457,83.914394,84.104246,0.0000885637,12.228950
190,0.09887458,97.832661,83.759061,84.104246,0.0000744534,13.638496
191,0.08977042,97.983871,84.035209,84.104246,0.0000615583,13.348875
192,0.10564070,97.547043,83.914394,84.104246,0.0000498817,13.757105
193,0.10251220,97.597446,83.776320,84.104246,0.0000394265,12.882407
194,0.10145212,97.799059,83.724543,84.104246,0.0000301952,13.142483
195,0.09966991,97.563844,83.897135,84.104246,0.0000221902,12.523292
196,0.08973131,97.899866,83.966172,84.104246,0.0000154133,13.705271
197,0.09203418,98.034274,83.914394,84.104246,0.0000098664,13.247010
198,0.08863254,98.084677,83.776320,84.104246,0.0000055506,12.088943
199,0.09717934,97.933468,83.845357,84.104246,0.0000024672,13.477100
200,0.10090709,97.631048,83.793580,84.104246,0.0000006168,12.855320
