epoch,train_loss,train_top1,test_top1,best_top1,learning_rate,epoch_seconds
161,0.29506552,92.960349,47.600967,48.308595,0.0009549150,13.128326
162,0.28480786,93.329973,47.877114,48.308595,0.0009092514,13.008225
163,0.30502500,92.977151,47.376596,48.308595,0.0008645971,12.824415
164,0.26832052,93.850806,47.566448,48.308595,0.0008209632,13.280883
165,0.29320733,93.161962,47.255782,48.308595,0.0007783604,11.799960
166,0.27698529,93.800403,47.497411,48.308595,0.0007367992,13.357225
167,0.28022740,93.699597,47.393856,48.308595,0.0006962899,12.793162
168,0.27425252,93.766801,47.531930,48.308595,0.0006568424,12.569817
169,0.25984804,93.834005,47.411115,48.308595,0.0006184666,13.179318
170,0.27194748,93.867608,47.273041,48.308595,0.0005811718,12.303873
171,0.26599589,93.716398,47.462893,48.308595,0.0005449674,11.710695
172,0.27274263,94.018817,47.238523,48.308595,0.0005098621,11.692149
173,0.26936114,94.119624,47.497411,48.308595,0.0004758647,12.251251
174,0.26015530,94.052419,47.152226,48.308595,0.0004429836,12.829525
175,0.26142394,94.002016,47.721781,48.308595,0.0004112269,11.838693
176,0.26552206,94.136425,47.342078,48.308595,0.0003806023,13.593843
177,0.27174093,93.934812,47.618226,48.308595,0.0003511176,13.265226
178,0.27129987,93.850806,47.687263,48.308595,0.0003227798,12.854688
179,0.25221137,94.657258,47.600967,48.308595,0.0002955962,13.647245
180,0.26718226,94.018817,47.635485,48.308595,0.0002695732,12.502753
181,0.25841926,94.102823,47.480152,48.308595,0.0002447174,12.144641
182,0.26057274,94.170027,47.445633,48.308595,0.0002210349,11.877439
183,0.23988262,94.758065,47.618226,48.308595,0.0001985316,13.686197
184,0.26561232,93.750000,47.462893,48.308595,0.0001772129,13.688193
185,0.24873326,94.069220,47.186745,48.308595,0.0001570842,13.680395
186,0.26238575,94.270833,47.204004,48.308595,0.0001381504,12.525062
187,0.24766045,94.489247,47.204004,48.308595,0.0001204162,13.388146
188,0.26349494,94.052419,47.376596,48.308595,0.0001038859,12.020683
189,0.24021161,94.438844,47.083190,48.308595,0.0000885637,11.411016
190,0.25094072,94.069220,46.824301,48.308595,0.0000744534,11.391812
191,0.24340685,94.741263,47.221263,48.308595,0.0000615583,10.979123
192,0.26005495,94.119624,47.169486,48.308595,0.0000498817,10.949323
193,0.25393137,94.203629,47.324819,48.308595,0.0000394265,11.903611
194,0.25801277,94.119624,47.445633,48.308595,0.0000301952,11.872998
195,0.26608799,94.119624,47.152226,48.308595,0.0000221902,11.945520
196,0.24688069,94.506048,47.134967,48.308595,0.0000154133,12.959536
197,0.25915711,93.884409,47.480152,48.308595,0.0000098664,13.101789
198,0.24055475,94.657258,47.566448,48.308595,0.0000055506,13.062261
199,0.24419146,94.640457,47.687263,48.308595,0.0000024672,12.939741
200,0.24040463,94.724462,47.704522,48.308595,0.0000006168,12.467131
